Row,Column,Value
728,79,3.5737333
728,96,7.7886686
728,172,4.341984
728,278,5.7288976
728,352,3.5737333
728,354,5.728898
728,368,4.341984
728,393,4.35599
728,514,3.980712
728,527,6.9192133
728,580,5.088456
728,600,6.3419843
728,607,6.102462
728,674,6.072115
728,728,14.676195
728,758,3.5877397
728,781,3.5147228
728,804,4.282973
728,809,4.34548
728,992,4.34548
728,1034,6.102462
728,1075,5.3882637
728,1077,8.818587
728,1090,4.341984
728,1106,4.3559895
728,1202,3.5737333
728,1223,4.282973
728,1242,4.341984
728,1337,4.34548
728,1340,7.856706
728,1420,7.2022486
728,1467,6.102462
728,1506,5.128007
728,1515,8.676195
728,1540,10.064706
728,1550,4.2829723
728,1580,4.079613
728,1595,6.929723
728,1599,7.676195
728,1602,5.0796127
728,1604,5.898348
728,1662,5.8707123
728,1693,3.5877392
728,1698,5.341984
728,1716,8.676196
728,1795,5.341984
728,1800,4.58774
728,1812,7.8019147
728,2000,3.6894388
728,2020,7.818588
728,2116,4.58774
728,2147,8.1673155
728,2170,3.5877392
728,2260,5.3559904
728,2384,5.898348
728,2467,6.0884557
728,2539,5.801914
728,2546,7.6353383
728,2633,3.9824257
728,2641,4.8019147
728,2719,6.102462
728,2740,5.3559904
728,2755,3.9347632
728,2839,6.929723
728,2862,7.1043897
728,2883,6.8567066
728,2945,3.5147223
728,3049,8.8776
728,3124,3.5877392
729,636,3.8247333
729,729,10.0
729,871,3.8247333
729,1093,3.8247333
729,1638,3.8247333
729,1854,4.0
729,2673,3.8247333
729,2683,3.8247333
729,2708,5.0
730,281,4.439225
730,424,3.941732
730,730,11.428677
730,1282,4.1410947
730,1648,3.5189357
730,1816,3.7143383
730,2057,4.2430944
730,2291,3.947092
730,2487,3.5518196
730,3007,3.5823398
730,3060,3.9449637
731,731,10.000002
732,7,3.7087276
732,732,10.0
732,1497,3.9999998
732,2077,3.9999998
733,7,5.4905257
733,63,4.7817984
733,150,4.781799
733,156,5.4895244
733,235,6.563597
733,254,6.563597
733,319,3.9999993
733,350,4.5635977
733,408,5.5688725
733,423,4.781799
733,584,4.7817984
733,629,3.9999995
733,641,4.781799
733,733,11.563598
733,793,4.4895244
733,850,6.781798
733,911,3.7817988
733,969,5.7817984
733,980,3.7817986
733,985,6.5635967
733,1021,6.5635977
733,1041,4.658077
733,1075,4.7817984
733,1081,5.5635977
733,1108,3.7817988
733,1337,6.563597
733,1413,3.7817988
733,1506,3.8762782
733,1610,3.7817988
733,1662,3.7817986
733,1800,4.781798
733,1896,8.563598
733,1915,7.563597
733,1964,4.321765
733,2077,3.9999995
733,2115,5.7817984
733,2134,4.781799
733,2155,5.5635977
733,2170,4.7817984
733,2186,4.563598
733,2196,4.7817984
733,2226,6.563597
733,2227,5.7817984
733,2253,6.5635977
733,2306,3.7817986
733,2329,4.781799
733,2441,5.7817984
733,2476,4.781799
733,2531,3.7817988
733,2546,4.5635977
733,2571,5.563597
733,2617,6.5635977
733,2635,3.7817988
733,2640,3.7817988
733,2680,3.7413867
733,2904,5.7817984
733,2910,3.502161
733,2931,3.7817988
733,2948,4.781799
733,2951,7.5635977
733,2981,6.7817984
733,2997,5.781799
734,734,10.000001
735,735,10.0
736,85,4.2533574
736,250,3.7028809
736,687,4.08344
736,736,9.999999
736,743,6.2795963
736,775,6.299635
736,837,4.3872886
736,1459,3.5422854
736,2593,3.8562274
737,737,11.753913
737,2078,3.8769565
738,37,3.5917988
738,190,3.7035842
738,385,3.724886
738,621,3.7578726
738,738,13.107544
738,842,4.7578726
738,843,4.4655976
738,890,4.321017
738,1119,4.7248864
738,1164,3.757872
738,1177,3.757872
738,1428,3.7578728
738,1474,3.7248864
738,1498,4.7248864
738,1562,3.5917988
738,1566,3.76628
738,1705,3.505121
738,1710,4.931877
738,1720,4.524153
738,1729,3.5917988
738,1816,3.7578726
738,1821,3.7248867
738,1823,3.5241532
738,1900,3.9454918
738,1952,4.757872
738,1954,3.701869
738,1998,4.174004
738,2047,4.7054005
738,2068,4.5051203
738,2134,3.707076
738,2153,4.321017
738,2188,6.212846
738,2236,3.7248867
738,2493,4.4252234
738,2511,3.5444767
738,2561,3.7248867
738,2564,4.3616924
738,2634,4.820989
738,2731,5.5157447
738,2807,4.2300076
738,3007,3.7578726
738,3088,3.5051205
738,3089,3.7248864
739,304,5.314459
739,495,3.922456
739,739,14.686186
739,1123,6.5484824
739,1363,3.511407
739,1392,3.6557121
739,1548,4.249699
739,1578,5.046892
739,1831,3.511407
739,2381,4.0458603
740,26,4.5723844
740,41,3.5365386
740,72,4.0442715
740,79,3.5723836
740,102,3.740869
740,142,3.874134
740,158,4.029909
740,178,4.243615
740,189,4.0094204
740,232,3.8351374
740,233,6.3100915
740,302,5.2719355
740,306,3.873311
740,327,4.535846
740,331,5.3092513
740,332,3.8431516
740,369,3.5723839
740,411,3.7460198
740,435,4.3591747
740,438,3.6842775
740,443,4.061668
740,478,6.464519
740,497,3.707077
740,517,5.0254087
740,557,3.5723836
740,560,5.2794604
740,628,4.9916162
740,667,4.528575
740,673,4.008977
740,700,3.7884803
740,740,11.49204
740,777,4.548631
740,781,3.8664682
740,800,3.5723836
740,826,4.6797276
740,837,4.663489
740,846,3.7460198
740,862,3.8054738
740,899,3.7635112
740,989,3.755125
740,991,4.869879
740,1009,3.5723836
740,1072,3.9756172
740,1148,3.81916
740,1193,4.5542545
740,1202,5.2001576
740,1215,3.753732
740,1227,5.3184032
740,1253,3.8506255
740,1259,5.568372
740,1269,3.7384148
740,1286,6.0203295
740,1340,3.74602
740,1353,4.492067
740,1378,4.1953926
740,1406,4.216299
740,1449,3.827725
740,1461,3.5365384
740,1465,3.98351
740,1466,3.5723839
740,1478,4.572384
740,1525,3.7342308
740,1559,3.7359061
740,1577,3.572384
740,1594,4.282558
740,1651,4.023366
740,1724,3.9683156
740,1741,4.313252
740,1757,3.7729306
740,1764,6.0254087
740,1773,4.0592713
740,1783,5.486889
740,1799,3.7342308
740,1832,4.5723844
740,1853,3.784502
740,1857,4.4310236
740,1922,3.5723839
740,1934,3.9065127
740,1968,3.7460198
740,1969,3.892305
740,1987,5.023427
740,2040,3.6566758
740,2050,4.0699625
740,2093,3.8389769
740,2106,4.192282
740,2166,4.572384
740,2181,3.6548412
740,2215,4.190242
740,2300,4.195007
740,2307,3.7262225
740,2396,4.1613374
740,2412,4.4479456
740,2419,4.4868884
740,2470,3.7835624
740,2521,3.70793
740,2537,4.744929
740,2574,4.563326
740,2725,4.8630977
740,2733,3.8351374
740,2772,6.0691137
740,2781,4.0426946
740,2799,4.7888165
740,2871,3.7990186
740,2889,3.804355
740,2921,4.6549463
740,2925,3.7770386
740,2944,4.1657586
740,2960,3.5723839
740,2994,3.6646857
740,3014,4.5028954
740,3042,4.493712
740,3087,4.627493
740,3096,6.3784037
740,3103,4.1089215
740,3111,3.572384
740,3117,3.7934985
740,3124,4.203545
741,727,3.5107107
741,741,10.0
741,2220,4.1063013
742,279,5.546083
742,742,11.5460825
742,1267,5.322725
742,2404,5.546083
742,2533,4.5460825
742,2537,5.546083
742,2642,6.546083
743,736,6.2795954
743,743,10.0
743,775,5.26577
743,867,4.3539615
743,1141,3.7340012
743,1312,4.7062774
743,1459,5.2424216
743,2760,3.7340012
743,2819,3.996047
743,3026,4.4444327
744,416,4.449299
744,688,3.5797114
744,744,11.423046
745,11,6.784359
745,127,3.7847943
745,164,5.7843585
745,322,5.7843585
745,340,5.0
745,345,5.7843585
745,466,6.784359
745,501,6.0
745,585,5.9999995
745,745,10.0
745,759,8.000001
745,1114,6.701581
745,1120,5.7843585
745,1165,3.9999995
745,1190,7.0000005
745,1241,6.812194
745,1300,7.0000005
745,1431,3.7270236
745,1434,5.9999995
745,1452,3.5118175
745,1558,6.0
745,1623,6.0
745,1686,6.784359
745,1691,4.511383
745,1706,6.0
745,1844,5.7843585
745,1861,4.9999995
745,1938,6.784359
745,2118,6.784359
745,2132,6.701581
745,2169,5.784794
745,2198,6.727023
745,2319,6.7843585
745,2489,7.0
745,2548,5.701581
745,2615,6.0
745,2715,5.9999995
745,2895,6.0
745,2906,6.0
745,2939,5.784794
745,2959,4.9999995
745,2991,5.7843585
745,3082,5.7843585
745,3118,5.0
746,515,3.8114614
746,746,9.999999
747,747,11.691061
748,748,13.110898
748,1439,4.060284
748,1813,3.5809493
748,2772,3.7289286
748,3099,4.4997516
749,749,10.0
750,470,4.754685
750,750,10.0
750,2099,3.754685
750,2354,3.7155142
751,751,10.0
752,72,3.5021038
752,752,9.999999
752,1119,3.724887
752,1614,3.737561
752,1821,3.724887
752,1952,3.7418141
752,2055,4.0
752,2761,4.0
752,2785,3.9999998
752,3112,3.9999998
753,500,4.000001
753,753,10.0
754,754,10.0
755,233,3.748145
755,331,3.7699094
755,332,4.0626245
755,478,3.8728786
755,667,4.6983676
755,755,10.000001
755,756,3.9164147
755,787,3.7060883
755,837,6.2922335
755,1296,4.1613574
755,1387,3.9415898
755,1466,4.1541014
755,1549,3.5061462
755,1650,4.5281467
755,1672,3.513286
755,1707,3.65043
755,1755,4.7835116
755,1857,3.6506743
755,2102,3.7860882
755,2430,3.65043
755,2461,3.6675034
755,2521,3.9917922
755,2582,3.5854728
755,3097,3.7214823
755,3117,3.663072
755,3162,4.6632977
756,79,4.1816697
756,148,3.7425618
756,182,3.6401484
756,302,3.9153674
756,331,4.4180007
756,332,4.736644
756,348,4.4378667
756,478,4.209972
756,566,3.7559986
756,623,4.259756
756,628,4.209972
756,675,3.7330842
756,755,3.9164147
756,756,12.875733
756,781,4.6891484
756,837,4.7113066
756,882,3.7330842
756,1245,4.120841
756,1406,4.2045574
756,1461,3.526672
756,1466,4.209972
756,1632,3.7330842
756,1707,4.666681
756,1762,4.2205157
756,1764,4.9473524
756,1857,4.3908663
756,1922,6.2099714
756,1930,3.7047825
756,1968,3.5062785
756,1992,4.185207
756,1994,4.209972
756,2166,4.209972
756,2174,3.5062785
756,2274,3.9264388
756,2300,4.1704807
756,2419,3.5105746
756,2430,4.666681
756,2602,7.209972
756,2603,3.7330842
756,2621,3.7481053
756,2630,4.7330847
756,2805,4.2640524
756,2915,4.4661684
756,2985,4.209972
756,2994,3.8551607
756,3042,3.6990685
756,3087,4.746249
756,3103,4.003559
756,3117,3.7696054
756,3142,4.4378667
757,324,4.268676
757,521,4.2589192
757,658,4.3338423
757,668,4.4595504
757,727,4.2589192
757,757,11.45955
757,1117,4.459551
757,1230,4.4595504
757,1257,4.200419
757,1601,4.2589192
757,1677,4.2589192
757,1972,4.4595504
757,2037,4.1750646
757,2220,5.8360763
757,2378,4.971855
757,2938,5.0387087
758,527,3.8233755
758,728,3.5877397
758,758,10.0
758,1077,3.6013103
758,1540,3.9975395
758,2020,3.6013105
758,2546,3.6603203
758,2862,3.6374702
758,3049,3.660321
759,11,6.784359
759,127,3.7847943
759,164,5.784359
759,322,5.784359
759,340,5.0
759,345,5.784359
759,466,6.784359
759,501,7.0
759,585,5.0
759,745,8.000001
759,759,10.0
759,1114,6.701582
759,1120,5.784359
759,1165,3.9999995
759,1190,7.0000005
759,1241,6.0000005
759,1300,7.0000005
759,1431,3.7270236
759,1434,5.0
759,1452,3.5118175
759,1558,6.0
759,1623,6.0
759,1686,6.7843595
759,1691,4.511383
759,1706,6.0
759,1844,5.784359
759,1861,5.0
759,1938,6.784359
759,2118,6.784359
759,2132,6.701582
759,2169,5.784794
759,2198,6.727024
759,2319,5.784359
759,2406,4.0000005
759,2489,7.000001
759,2548,5.7015815
759,2615,6.0
759,2715,5.0
759,2895,6.0
759,2906,6.0
759,2939,5.7847943
759,2959,5.0
759,2991,5.784359
759,3082,5.784359
759,3118,5.0
760,18,4.2622294
760,197,6.292527
760,308,5.000001
760,760,10.0
760,761,4.0000005
760,1036,4.0000005
760,1417,4.5756946
760,1459,4.438277
760,1675,4.8444834
760,1862,5.4480443
760,1911,3.7149773
760,2321,3.6305165
760,2462,4.0000005
760,2704,6.292527
760,2756,4.000001
760,2767,4.753238
760,2819,4.8492484
760,3045,4.7149773
761,197,3.8444827
761,269,4.8444824
761,308,4.8313046
761,395,3.8444824
761,760,4.0
761,761,10.0
761,1359,3.5001667
761,1435,4.0
761,1487,4.5546923
761,1675,3.844483
761,1961,3.516428
761,2034,3.9999998
761,2462,3.7650313
761,2704,3.844483
761,2900,3.8444827
761,3045,3.9999995
762,130,4.145056
762,212,3.519353
762,274,5.108908
762,277,3.9555361
762,294,5.8979344
762,307,4.407995
762,424,4.1748657
762,493,4.407995
762,677,4.141422
762,716,4.8525734
762,762,11.407995
762,783,4.176539
762,915,3.703998
762,1094,4.214956
762,1320,6.1287913
762,1410,4.407995
762,1602,3.7039979
762,1728,4.126852
762,1746,6.8958216
762,1942,3.9170005
762,2022,4.171646
762,2057,4.2149553
762,2083,4.20416
762,2230,5.1545687
762,2291,5.6523795
762,2395,3.9483824
762,2399,4.214956
762,2487,3.5518196
762,2835,4.1747313
762,2856,4.1323047
762,3135,4.14365
763,457,3.722875
763,568,3.7228756
763,763,11.445751
763,1316,3.722875
763,1687,4.4457507
764,764,11.745409
765,212,3.7239537
765,765,10.0
765,874,4.1435575
765,1282,3.8684444
765,2110,3.5572264
766,147,4.7773314
766,766,11.554663
766,767,4.9895983
766,838,6.921743
766,843,4.670421
766,922,4.5022187
766,1046,6.2423506
766,1059,3.52458
766,1115,3.606791
766,1298,4.5022187
766,1428,3.5245795
766,1566,4.296522
766,1589,5.5508833
766,1613,5.500788
766,1634,5.09053
766,1717,4.964082
766,1720,3.595427
766,1900,3.8481789
766,1998,3.7773318
766,2159,3.7234564
766,2188,6.1682024
766,2288,4.24235
766,2338,4.554663
766,2373,3.9999998
766,2431,3.7248864
766,2634,3.7472477
766,2664,4.2841043
766,2691,4.1760573
766,3088,3.5245798
767,117,3.5135283
767,471,3.7932222
767,541,3.717133
767,766,4.9895983
767,767,11.434266
767,838,4.588263
767,843,5.8410153
767,913,3.5501704
767,1046,7.1815143
767,1059,4.357897
767,1589,7.0443335
767,1613,4.464381
767,1621,3.5103564
767,1629,4.7171326
767,1634,5.200547
767,1705,3.747248
767,2188,4.8711295
767,2338,5.24235
767,2357,4.210826
767,2564,5.4993916
767,2961,3.7454531
767,3088,4.190595
768,464,3.999999
768,768,9.999999
769,42,4.4915714
769,140,3.7457855
769,686,4.466024
769,694,3.7457855
769,769,11.491571
769,876,3.7457855
769,1327,3.7457862
769,1951,5.451874
769,1968,3.5589375
769,2428,3.7457855
769,3123,3.610278
770,770,9.999999
771,771,10.0
772,126,4.528634
772,163,6.414134
772,169,5.6608367
772,219,4.707067
772,230,4.5318003
772,291,3.956936
772,335,3.5286336
772,364,3.5517635
772,539,3.824733
772,587,3.707067
772,598,5.410968
772,614,4.9688826
772,636,6.2357006
772,644,5.4141345
772,657,4.4898562
772,684,3.7070675
772,718,4.4898562
772,772,11.414135
772,817,4.5318003
772,871,5.5318003
772,879,7.414134
772,965,4.956936
772,975,3.5286336
772,1049,5.2388678
772,1093,4.824733
772,1126,3.5318
772,1135,4.414135
772,1157,3.5318
772,1158,5.4141345
772,1184,4.7070675
772,1403,4.489856
772,1481,3.824733
772,1512,5.4898562
772,1568,3.5318
772,1571,4.707067
772,1638,5.5318003
772,1658,3.7070673
772,1839,4.848051
772,1863,5.2357006
772,1873,4.414134
772,1919,4.5318003
772,2148,4.414134
772,2231,4.429239
772,2263,6.414135
772,2284,3.824733
772,2330,4.4292383
772,2450,7.2388678
772,2488,3.7070675
772,2583,5.956936
772,2598,5.14415
772,2612,4.5318
772,2683,5.5318003
772,2712,3.7070675
772,2766,3.5318003
772,2784,5.180977
772,2901,5.2357006
772,3036,3.824733
772,3041,4.5318003
772,3091,3.7070675
772,3155,4.824733
773,14,3.7048151
773,773,10.0
773,824,3.7504578
773,1259,3.6716275
773,1639,3.8786516
774,96,3.7682505
774,132,5.0000014
774,247,3.8476806
774,255,4.5407248
774,295,4.701926
774,411,3.5931392
774,423,3.6083152
774,557,3.768251
774,635,4.6351714
774,717,4.701926
774,774,10.0
774,779,5.000001
774,786,3.7219548
774,811,3.817267
774,837,3.565197
774,902,3.789639
774,1011,3.5045934
774,1055,6.2753816
774,1104,4.0000005
774,1131,4.2739573
774,1223,3.5349863
774,1273,5.7003336
774,1279,3.50422
774,1378,4.805648
774,1402,3.5376287
774,1424,3.708728
774,1515,3.5738983
774,1519,3.7874918
774,1595,3.7682507
774,1610,3.555742
774,1732,4.4894176
774,1773,3.507574
774,1795,4.7682505
774,1968,3.6533282
774,1987,5.328003
774,2050,3.7440565
774,2052,4.000001
774,2089,4.553768
774,2127,3.7203627
774,2227,3.5942476
774,2229,3.7874918
774,2292,3.726203
774,2303,5.0000005
774,2402,3.580787
774,2527,3.6351714
774,2585,3.551664
774,2633,3.7020419
774,2635,3.7874918
774,2725,3.5144312
774,2790,4.789639
774,2809,3.5765932
774,2810,5.000001
774,2839,3.7682507
774,2875,4.441791
774,2910,4.2745895
774,2931,3.802668
774,3029,3.5958343
774,3095,3.7019262
774,3103,3.6079211
775,85,4.253358
775,318,5.2512417
775,426,4.517002
775,494,3.5170023
775,516,3.6161132
775,687,4.3122644
775,736,6.2996354
775,743,5.2657704
775,775,16.13021
775,837,4.387289
775,867,3.77111
775,1039,3.517002
775,1255,3.710432
775,1379,3.77111
775,1459,4.5422196
775,1576,6.0143003
775,1859,3.5170019
775,1901,4.4972982
775,1910,3.5170023
775,1924,3.5102444
775,2054,4.481407
775,2909,3.7711103
775,3026,3.5554347
775,3097,3.77111
776,776,9.999999
777,18,3.5041814
777,24,7.0706034
777,33,3.8749838
777,34,3.972831
777,93,3.81122
777,124,4.5273037
777,128,4.212988
777,139,3.7969787
777,148,5.422406
777,160,5.4703727
777,180,5.527679
777,188,3.749495
777,212,4.5066595
777,232,6.1612964
777,233,8.466731
777,287,4.95094
777,298,4.581274
777,302,4.607197
777,308,4.141636
777,317,4.96546
777,327,6.906389
777,331,5.9997025
777,332,3.770542
777,375,3.9651136
777,376,4.6607885
777,435,8.251837
777,443,4.620509
777,455,4.978798
777,465,3.9232152
777,478,3.7196054
777,494,4.244257
777,504,5.5227747
777,516,3.992172
777,566,5.541771
777,567,4.2602463
777,569,4.1875076
777,577,3.6416783
777,610,3.9744813
777,656,4.2248955
777,667,7.871397
777,687,4.8377576
777,690,4.9124246
777,700,4.662955
777,740,4.548631
777,777,14.425975
777,780,4.679503
777,781,4.5752163
777,787,4.0346665
777,826,5.575915
777,837,7.503783
777,899,5.7110844
777,903,4.683587
777,905,4.0128326
777,928,3.9641845
777,929,5.4077263
777,943,4.538455
777,953,4.5066595
777,971,3.7169776
777,989,5.4027305
777,993,3.9285636
777,1002,3.63171
777,1047,5.4989376
777,1062,5.537171
777,1087,4.943305
777,1098,4.538455
777,1148,5.938586
777,1167,4.9728317
777,1182,3.9400246
777,1193,5.7110844
777,1196,5.4734516
777,1205,6.418021
777,1219,5.0622587
777,1226,4.683587
777,1227,3.9169552
777,1229,4.163851
777,1237,5.378347
777,1259,5.3946643
777,1269,4.0755973
777,1303,3.9200003
777,1330,3.9285636
777,1353,5.7009687
777,1377,3.5052743
777,1387,4.9541435
777,1395,5.479562
777,1409,5.4137354
777,1449,4.0755973
777,1465,3.8256755
777,1494,4.69215
777,1507,4.699298
777,1549,5.6930847
777,1554,5.212988
777,1591,4.538455
777,1594,3.690767
777,1650,3.8749838
777,1651,5.29557
777,1672,4.2907953
777,1679,3.8749838
777,1707,5.415187
777,1727,3.744283
777,1748,3.8294678
777,1754,4.080502
777,1755,5.7938643
777,1757,5.240981
777,1771,3.9765744
777,1773,4.632469
777,1781,3.9654593
777,1790,6.4276896
777,1842,4.6615458
777,1853,3.793865
777,1857,5.171648
777,1901,3.945698
777,1911,4.1884117
777,1946,4.871779
777,1949,3.7459035
777,1967,3.7135842
777,1969,7.8945866
777,1987,4.5611672
777,2003,3.811122
777,2050,3.8317702
777,2081,3.7735443
777,2093,4.4974566
777,2167,6.6809735
777,2177,3.8294678
777,2180,3.9350436
777,2241,3.674582
777,2299,3.6444597
777,2307,4.93625
777,2353,4.795274
777,2386,3.782912
777,2418,3.7050805
777,2430,5.415187
777,2461,4.68643
777,2470,6.457899
777,2505,3.9765744
777,2520,4.700689
777,2521,6.4321356
777,2537,3.7731137
777,2562,4.212988
777,2574,4.5762033
777,2601,4.10423
777,2621,5.977769
777,2628,5.2442565
777,2654,7.8141813
777,2661,3.5454862
777,2704,4.3229294
777,2723,3.7063777
777,2725,3.8749838
777,2730,4.212988
777,2733,6.1612964
777,2746,3.7323136
777,2772,8.349703
777,2781,4.978798
777,2783,4.5364804
777,2799,4.714323
777,2803,4.6850214
777,2845,3.8530931
777,2865,3.7255983
777,2871,7.305602
777,2879,3.518334
777,2889,4.6849594
777,2897,3.793865
777,2909,4.22085
777,2917,3.8032293
777,2918,4.7098646
777,2921,5.6376224
777,2925,3.8317702
777,2927,4.6504545
777,2950,3.8101048
777,2968,5.387582
777,2980,4.6906967
777,2992,5.4914083
777,2994,3.9322438
777,3010,3.9654593
777,3021,4.7177305
777,3026,4.7373195
777,3027,5.479562
777,3032,3.8701818
777,3035,3.9677346
777,3042,4.4613385
777,3048,4.239564
777,3087,5.3101106
777,3097,3.9254177
777,3101,4.5555043
777,3117,6.1954393
777,3124,4.1175685
777,3128,3.8454025
777,3162,6.409638
778,778,10.0
779,132,5.0
779,247,3.8476806
779,255,5.773989
779,295,6.000001
779,635,5.3544936
779,717,4.0
779,774,5.0
779,779,10.000002
779,811,4.8172674
779,850,3.7682505
779,902,3.7896385
779,1055,3.747004
779,1131,5.2739573
779,1273,5.0
779,1402,5.537629
779,1424,3.708728
779,1519,3.7874918
779,1595,3.7682505
779,1610,3.555742
779,1795,3.7682507
779,2229,3.7874916
779,2292,3.7262025
779,2303,5.0
779,2402,3.580787
779,2527,3.6351714
779,2531,4.0
779,2585,4.551664
779,2617,4.0
779,2635,3.7874918
779,2790,4.7896385
779,2810,4.0
779,2839,3.7682507
779,2875,5.4417906
779,2910,3.5078535
779,2957,4.773989
779,3029,3.7874923
779,3095,4.830285
780,110,3.7217464
780,331,3.9123652
780,435,3.9021752
780,473,3.5374484
780,667,3.9727592
780,777,4.6795034
780,780,10.0
780,837,3.9743097
780,1148,4.2391915
780,1196,3.6454802
780,1554,4.517445
780,1875,3.7472668
780,1881,3.7661095
780,1969,4.676717
780,2521,3.998614
780,2621,3.5967143
780,2772,3.6937065
780,3117,3.7229323
780,3162,3.9727592
781,33,3.6166859
781,45,3.5727074
781,71,4.286156
781,79,4.7131453
781,93,4.5549755
781,96,4.3030357
781,148,3.7121453
781,158,4.2875156
781,189,5.9854307
781,195,3.943973
781,232,4.458728
781,233,6.770031
781,256,3.9301968
781,289,3.6606855
781,294,4.969782
781,298,3.616686
781,302,4.7876406
781,306,4.294693
781,327,4.7905917
781,331,6.270299
781,332,4.9199033
781,354,3.7140875
781,376,3.7543852
781,423,3.8185172
781,435,4.4870033
781,443,5.5645394
781,489,3.8421423
781,496,4.224356
781,502,4.117605
781,516,3.7039974
781,566,4.1051598
781,569,3.6810565
781,570,3.6810565
781,620,3.808343
781,622,3.6766546
781,648,4.272237
781,667,5.9826765
781,679,3.808343
781,690,3.664062
781,700,3.8312378
781,709,3.7306602
781,728,3.5147228
781,740,3.866468
781,756,4.6891484
781,777,4.5752163
781,781,11.616686
781,787,3.972962
781,826,4.53205
781,837,5.6184735
781,839,3.7389019
781,848,3.7399068
781,899,3.8175454
781,971,3.953699
781,982,3.9439726
781,989,4.4742246
781,1008,4.99607
781,1034,5.753558
781,1062,4.421939
781,1148,3.8101304
781,1182,3.7390976
781,1186,4.132097
781,1193,3.8175454
781,1202,4.4709125
781,1205,3.7418578
781,1215,5.240866
781,1227,5.1126766
781,1237,3.7746186
781,1259,5.5555677
781,1340,4.7615047
781,1406,3.9695091
781,1435,3.6810565
781,1465,3.769124
781,1470,3.8790135
781,1515,5.5379267
781,1516,3.652736
781,1577,3.5224302
781,1601,4.394092
781,1602,4.033763
781,1604,3.9938095
781,1642,3.5252233
781,1650,3.616686
781,1651,4.8730917
781,1672,4.025506
781,1679,3.616686
781,1707,5.1896744
781,1712,4.94044
781,1716,3.5147228
781,1728,4.2789598
781,1741,4.224356
781,1748,3.7472246
781,1753,4.2243557
781,1757,4.5664024
781,1773,4.8146024
781,1812,5.673573
781,1842,4.1126766
781,1857,5.197995
781,1885,3.603414
781,1900,3.7306602
781,1914,4.42716
781,1929,4.2420044
781,1946,3.62535
781,1969,4.478996
781,1971,3.7399068
781,1987,4.6036363
781,1991,3.5224302
781,1992,6.2439156
781,1994,3.5224302
781,2001,3.6766546
781,2003,4.7668324
781,2005,4.23467
781,2020,3.5727077
781,2040,5.0589905
781,2081,4.0491023
781,2093,3.9907665
781,2136,4.218124
781,2147,4.3211346
781,2176,3.5983887
781,2177,3.7472246
781,2267,3.6810565
781,2274,3.5989137
781,2286,4.7223434
781,2299,3.5874257
781,2300,4.2657537
781,2307,3.660054
781,2335,4.705323
781,2418,3.7731118
781,2430,5.1896744
781,2436,4.5272107
781,2461,4.5163536
781,2470,3.7638283
781,2472,3.6949253
781,2476,3.5102692
781,2516,3.603414
781,2521,5.227892
781,2554,5.2243557
781,2574,3.6166859
781,2597,3.6369696
781,2602,3.5401793
781,2621,3.7338662
781,2641,4.2867947
781,2660,4.2418666
781,2725,6.043013
781,2733,4.458728
781,2772,6.013031
781,2783,4.4662447
781,2799,5.5410333
781,2805,4.2993026
781,2845,3.8260727
781,2871,5.287227
781,2889,3.7844064
781,2917,3.996354
781,2921,4.5644193
781,2931,4.322527
781,2944,3.9040892
781,2950,3.7669642
781,2992,3.9822488
781,2994,5.770341
781,3021,3.7607102
781,3042,3.9444933
781,3087,4.898841
781,3096,4.361981
781,3101,4.5557065
781,3117,5.2036014
781,3124,4.552655
781,3128,3.7787557
781,3162,4.4714317
782,233,3.7005048
782,782,10.0
782,2093,3.572164
782,2772,3.7105324
783,762,4.1765394
783,783,10.0
783,2856,3.720796
784,784,10.0
785,785,9.999999
786,132,4.4262075
786,233,5.1879926
786,298,4.2722373
786,302,4.9412265
786,331,4.510321
786,423,4.3244143
786,595,3.6199262
786,667,3.7031755
786,705,3.7219543
786,774,3.7219548
786,786,11.443909
786,837,5.028307
786,862,4.2235575
786,989,4.3588114
786,1008,3.5609727
786,1055,4.9851274
786,1259,4.6748133
786,1273,4.2283382
786,1367,4.5502825
786,1455,3.8473063
786,1650,4.985727
786,1679,4.2722373
786,1707,3.6645489
786,1727,3.8849134
786,1748,3.666348
786,1755,3.9372306
786,1757,4.7043734
786,1773,4.9456267
786,1857,4.6554604
786,1913,4.130335
786,1946,3.9914317
786,1987,4.0441017
786,2003,3.759724
786,2050,4.1757565
786,2127,4.442317
786,2306,3.5502825
786,2335,3.8742876
786,2379,3.569635
786,2387,4.3423414
786,2418,5.0188246
786,2430,3.6645489
786,2461,3.9681325
786,2521,4.0236673
786,2541,3.5659494
786,2574,4.272237
786,2621,3.9555883
786,2725,3.9783247
786,2772,4.4531636
786,2783,3.9528587
786,2799,3.7279556
786,2849,4.537161
786,2931,4.339828
786,2980,3.9513772
786,2994,3.6610546
786,3087,5.438169
786,3117,4.673331
786,3162,3.6681054
787,24,5.758412
787,33,3.972962
787,93,4.4339924
787,128,3.5164466
787,142,3.7065542
787,233,5.1762586
787,287,3.512549
787,298,3.9729621
787,327,4.4921756
787,329,4.189492
787,331,6.7041283
787,435,4.672824
787,443,3.9295492
787,504,3.7833204
787,566,4.0026574
787,570,4.237114
787,642,4.67099
787,656,3.512549
787,667,4.708668
787,686,3.9729614
787,687,7.4545507
787,690,4.5095906
787,692,4.223461
787,693,4.266874
787,709,3.9295487
787,711,3.7179003
787,755,3.706088
787,777,4.0346665
